"participant_id","academic_yr","assignment","response_min","percent_accuracy","jazz_familiarity","sleep_quality_binary","music_study_habit_binary","caffeine_binary","stress_pre_test"
824,"2","Jazz",48.6252878999666,62.2,3,1,0,1,3
825,"2","No_Music",45.1131463972954,80.4,4,0,1,1,3
826,"2","Instrumental_Jazz",43.7985748653796,84.1,2,1,0,0,5
827,"2","Jazz",60.5065152982252,73.4,3,0,1,0,3
828,"2","Jazz",61.9662755811179,66.4,1,1,1,0,3
829,"2","No_Music",52.165195521676,75.3,3,1,1,1,3
830,"2","Instrumental_Jazz",43.0330544450489,80.9,3,0,1,0,3
831,"2","No_Music",45.273489817625,74.2,3,0,0,1,3
832,"2","Instrumental_Jazz",44.0002602483702,77.6,2,1,1,0,2
833,"2","Jazz",47.8474547127966,66.9,5,1,1,1,5
834,"2","No_Music",52.0169101697838,73.4,4,1,1,0,3
835,"2","Jazz",49.8041805229148,75.9,2,0,1,0,3
836,"2","No_Music",36.3130456414009,69.8,4,1,0,0,2
837,"2","Jazz",46.0843774357917,67.3,2,1,1,1,3
838,"2","Instrumental_Jazz",55.8739564782328,83,4,1,1,1,1
839,"2","No_Music",54.9798538704336,74.5,3,0,0,0,4
840,"2","Jazz",52.0661239942281,63.7,3,1,1,0,5
841,"2","Jazz",51.9424604197651,68.5,5,1,1,1,4
842,"2","Instrumental_Jazz",46.0847933012268,82.5,3,1,0,1,3
843,"2","Instrumental_Jazz",46.5993358834096,83.6,4,0,1,0,3
844,"2","No_Music",49.4797747732107,80.6,2,0,1,0,2
845,"2","Instrumental_Jazz",42.5829479933488,88.8,3,1,1,0,3
846,"2","Instrumental_Jazz",39.6526559726433,86.2,5,0,0,1,3
847,"2","Instrumental_Jazz",39.4871269278223,85.6,5,1,0,1,2
848,"2","No_Music",43.6976350882141,75.5,4,1,1,1,5
849,"2","Jazz",50.9315174504741,64.9,2,0,1,0,3
850,"2","No_Music",50.0825635937913,77.6,4,0,1,1,3
851,"2","No_Music",52.7028515736175,71.6,2,1,1,1,3
852,"2","Instrumental_Jazz",49.7353815389781,81.5,5,1,1,1,2
853,"2","Instrumental_Jazz",47.6809706129777,88.7,3,1,1,0,1
854,"2","Jazz",54.5472291243847,67.8,3,1,0,0,3
855,"2","Jazz",49.0932876412306,65.2,4,1,0,1,1
856,"2","Instrumental_Jazz",45.0534142312237,80,4,1,1,1,1
857,"2","Instrumental_Jazz",45.1081596510756,85.9,3,1,0,0,3
858,"2","No_Music",50.9200169198503,81.2,4,1,1,0,1
859,"2","No_Music",45.3552262168877,78.4,2,1,0,1,4
860,"2","Instrumental_Jazz",52.1020292542342,88,3,1,1,1,2
861,"2","No_Music",46.3753307604461,79.2,1,0,1,1,3
862,"2","Jazz",51.5488787866266,67.4,3,1,0,0,2
863,"2","Instrumental_Jazz",38.2269353996342,82.6,4,1,1,0,1
864,"2","No_Music",48.6578564803309,73.7,2,1,0,1,3
865,"2","Instrumental_Jazz",50.80700043593,90.6,5,1,1,1,2
866,"2","Jazz",53.3123766487235,62.5,4,1,1,1,5
867,"2","No_Music",49.3190322172294,78.8,3,0,0,0,3
868,"2","No_Music",50.4784527609042,77.8,3,1,0,1,4
869,"2","Jazz",55.6020437853559,66.2,1,1,0,0,1
870,"2","Jazz",50.3720482443892,71.5,5,0,1,0,4
871,"2","Jazz",45.2254900423844,66.8,5,1,0,0,2
872,"2","No_Music",51.848987476091,79.1,3,1,1,0,1
873,"2","Jazz",47.9648433046816,68.6,3,1,0,1,2
874,"2","No_Music",53.8777476217551,76,1,1,1,1,2
875,"2","Jazz",57.1387598483881,69.8,1,1,0,0,5
876,"2","Jazz",48.6215840295227,72.3,4,0,1,0,3
877,"2","No_Music",41.0125719636994,76.4,2,1,1,0,5
878,"2","Instrumental_Jazz",52.0191927026131,78.8,1,1,0,1,2
879,"2","Instrumental_Jazz",54.4217641405623,77.8,1,1,1,1,3
880,"2","No_Music",52.9156778968566,71.9,4,0,0,1,2
881,"2","No_Music",45.8615286587114,79.5,3,0,1,1,3
882,"2","Instrumental_Jazz",42.236203053798,85,4,1,1,1,2
883,"2","Jazz",54.9700519551289,63.1,3,1,0,0,2
884,"2","No_Music",54.2471028236042,73.8,4,1,1,0,2
885,"2","No_Music",49.6972525669319,75.5,2,1,0,1,3
886,"2","No_Music",46.0784621897833,82.5,1,1,1,1,5
887,"2","No_Music",57.5699771013485,85.4,4,0,1,1,3
888,"2","Instrumental_Jazz",45.4659348398274,90.7,5,1,1,1,2
889,"2","Jazz",52.1164097215824,69.9,2,1,1,1,3
890,"2","Jazz",57.4696080441375,75,2,1,1,1,3
891,"2","Jazz",51.5066605588566,64.2,3,1,1,1,1
892,"2","Jazz",59.6055575297758,76.1,1,1,0,1,1
893,"2","No_Music",47.7251062502183,75.3,4,1,0,0,3
894,"2","Instrumental_Jazz",48.671756520635,78.1,3,1,1,1,1
895,"2","Instrumental_Jazz",43.2859492768603,72,5,1,1,0,4
896,"2","Jazz",51.9913297343586,71.8,3,0,1,0,1
897,"2","Instrumental_Jazz",49.7898023514897,76.7,4,1,1,0,4
898,"2","Instrumental_Jazz",46.9458723312077,80.1,1,0,0,0,3
899,"2","Instrumental_Jazz",46.2246944512205,83.6,3,1,0,1,3
900,"2","No_Music",39.6520803490644,79.3,3,1,0,0,3
901,"2","Instrumental_Jazz",47.6790497772839,86.7,1,1,1,0,3
902,"2","Jazz",63.6721217365567,66,1,1,0,1,2
903,"2","Instrumental_Jazz",49.7614982168275,82.2,3,1,0,1,1
904,"2","No_Music",62.788434734112,72.9,4,1,0,1,3
905,"2","Instrumental_Jazz",55.2180600524492,84.5,4,1,0,1,3
906,"2","Jazz",55.4113925198013,68.6,3,1,0,1,1
907,"2","Jazz",56.7725252997899,71.9,3,0,1,0,1
908,"2","Instrumental_Jazz",33.3850811292156,78.8,2,0,0,0,3
909,"2","Instrumental_Jazz",53.2163562827159,75.5,4,1,0,1,3
910,"2","Instrumental_Jazz",47.7217155775535,91.6,3,1,1,1,4
911,"2","Instrumental_Jazz",54.3873317249416,75.9,3,1,1,0,1
912,"2","No_Music",44.995392040549,75.6,2,1,1,0,3
913,"2","No_Music",51.107618578981,68.5,4,1,1,1,3
914,"2","No_Music",49.9710374995064,77.2,3,1,1,1,1
915,"2","Instrumental_Jazz",53.7184681424756,81.3,4,1,0,1,2
916,"2","No_Music",46.1661724458954,69.7,3,1,1,1,2
917,"2","No_Music",48.5468596520665,69.7,4,1,0,0,5
918,"2","Instrumental_Jazz",41.8395719183127,79.8,4,1,1,1,2
919,"2","No_Music",48.0249928901999,77,4,0,0,0,1
920,"2","Jazz",53.6481942897624,66.7,3,0,0,0,2
921,"2","Jazz",51.7312946961848,63.3,3,1,1,0,3
922,"2","Instrumental_Jazz",43.7687340717233,82.4,2,1,1,1,5
923,"2","No_Music",55.3987845315842,71.2,4,0,1,0,2
924,"2","Instrumental_Jazz",44.6396255078852,79.4,3,1,1,1,2
925,"2","Instrumental_Jazz",37.9180863373578,75.1,3,1,0,0,3
926,"2","No_Music",44.6364905653558,73.6,4,1,1,0,2
927,"2","No_Music",48.2094238681709,70.5,2,1,0,0,3
928,"2","No_Music",41.6915185274221,78.8,3,1,1,1,3
929,"2","Instrumental_Jazz",44.9740310336314,93.7,3,1,1,0,2
930,"2","Instrumental_Jazz",45.5338491761042,87.5,4,0,1,1,2
931,"2","Instrumental_Jazz",39.3773064339607,80.8,4,1,1,1,2
932,"2","Jazz",52.3030228701109,71.8,3,0,0,0,3
933,"2","Instrumental_Jazz",46.1929284753974,86.7,2,1,1,0,3
934,"2","No_Music",53.6995739024303,81,2,1,1,1,2
935,"2","Jazz",52.2682729765488,75.6,3,1,1,1,2
936,"2","Instrumental_Jazz",43.7350008670644,80.8,3,1,1,1,4
937,"2","No_Music",50.9298753425379,79,1,1,0,1,3
938,"2","Instrumental_Jazz",48.6999030986269,83.5,2,1,0,1,3
939,"2","Jazz",49.9264423930858,60.9,2,1,0,0,3
940,"2","Instrumental_Jazz",42.8833005749046,81.8,4,1,1,1,3
941,"2","Instrumental_Jazz",44.3862909445238,83.5,3,1,1,1,5
942,"2","Jazz",48.2419111458891,63.8,3,0,1,1,4
943,"2","Jazz",46.084229476786,72.6,2,0,0,1,2
944,"2","Instrumental_Jazz",48.5116461586102,88,3,1,1,1,2
945,"2","No_Music",47.7421619114066,83.9,2,1,0,1,2
946,"2","Instrumental_Jazz",46.3660942750804,93.5,2,1,1,0,1
947,"2","Instrumental_Jazz",56.6931519560577,81.8,3,0,1,1,2
948,"2","Instrumental_Jazz",45.9054208877782,83,3,0,0,0,3
949,"2","No_Music",44.0265656447025,79.3,3,1,0,1,1
950,"2","Instrumental_Jazz",43.281183900677,79.4,2,0,1,1,1
951,"2","Instrumental_Jazz",45.6962879910831,91.5,3,1,1,0,3
952,"2","Instrumental_Jazz",45.0764630970865,82.4,1,1,1,1,2
953,"2","Jazz",44.0389997207512,68.4,4,1,0,1,2
954,"2","Instrumental_Jazz",46.7705329384216,79.4,3,1,0,0,5
955,"2","Instrumental_Jazz",47.48716965289,90,3,1,1,1,2
956,"2","Jazz",52.2456357496166,66.4,2,1,0,1,5
957,"2","Instrumental_Jazz",36.4617761375817,83.6,5,1,0,0,1
958,"2","Instrumental_Jazz",49.2201652906725,85.1,3,0,1,0,4
959,"2","No_Music",53.1615777549514,84.2,3,1,0,1,4
960,"2","No_Music",50.3772923176837,82.6,3,1,1,1,3
961,"2","Jazz",55.2576731147151,72.5,3,1,0,1,5
962,"2","Instrumental_Jazz",39.8000869525638,81.1,4,1,1,0,1
963,"2","Instrumental_Jazz",49.9649969116305,84.3,2,1,1,1,1
964,"2","No_Music",48.5780826025078,82.9,4,1,0,0,3
965,"2","No_Music",48.9172839907045,77.2,3,1,1,0,2
966,"2","Instrumental_Jazz",54.4225699371786,80.7,2,1,1,1,4
967,"2","Instrumental_Jazz",44.5573244265302,91,2,1,1,0,4
968,"2","Jazz",57.1726735583944,71.8,2,1,1,0,2
969,"2","Jazz",41.9635184297285,73.1,3,1,1,1,4
970,"2","Instrumental_Jazz",43.9691741427735,85.8,3,0,0,0,2
971,"2","Instrumental_Jazz",46.8140230166397,77.5,4,1,0,0,2
972,"2","No_Music",41.2967373403949,75,2,1,0,0,3
973,"2","Jazz",56.8881536971305,67.5,4,1,0,1,3
974,"2","Jazz",61.2910833753237,77.6,4,1,1,0,2
975,"2","No_Music",45.9181275040788,74.6,2,1,0,1,2
976,"2","Jazz",53.9088071636874,64.7,3,1,0,1,3
977,"2","No_Music",42.997245992761,69.1,5,1,1,1,3
978,"2","Instrumental_Jazz",56.1915952331951,79.3,5,1,1,0,3
979,"2","Jazz",55.7931705248125,68.2,4,0,1,0,1
980,"2","No_Music",46.7588153498147,73.3,2,0,1,1,5
981,"2","Jazz",47.3886073972506,75.7,3,0,1,1,2
982,"2","No_Music",48.0265929556522,73.4,3,1,0,0,5
983,"2","Instrumental_Jazz",44.8853113861345,79.5,4,1,1,1,2
984,"2","Instrumental_Jazz",47.9993463432967,77.9,3,1,1,1,2
985,"2","Instrumental_Jazz",40.9105276847007,87.4,4,1,0,0,2
986,"2","No_Music",49.1072497560546,80.8,3,0,1,1,4
987,"2","No_Music",35.0906686280833,69.1,3,1,1,1,1
988,"2","Instrumental_Jazz",51.9914692763301,76.6,3,1,1,1,3
989,"2","No_Music",47.5161718013699,80.6,1,1,1,0,3
990,"2","No_Music",48.9313634676371,84.7,3,0,1,1,5
991,"2","Jazz",56.4439853308034,64,1,1,1,1,2
992,"2","No_Music",45.2204458298303,67.7,3,1,1,1,2
993,"2","Jazz",49.4023261654226,68.6,3,0,0,0,4
994,"2","Jazz",48.8544132750052,74.8,3,0,1,0,1
995,"2","Jazz",45.4966101701286,64.1,3,1,1,0,5
996,"2","No_Music",54.0697798695917,70,2,1,1,0,3
997,"2","Instrumental_Jazz",45.4156742348795,90.1,2,1,1,1,2
998,"2","No_Music",45.7776390127198,73.7,3,0,0,0,1
999,"2","Instrumental_Jazz",48.9945747295676,79.9,4,1,1,0,2
1000,"2","No_Music",44.5250576540695,76.1,3,1,0,0,2
1001,"2","No_Music",43.4542621769895,75,1,1,0,1,1
1002,"2","Jazz",48.9746062386732,70.3,1,1,1,1,3
1003,"2","Jazz",52.0994329049533,74,2,1,0,1,2
1004,"2","Jazz",47.6527163076455,63.5,3,1,1,1,5
1005,"2","Instrumental_Jazz",49.2780886614331,74.8,5,1,1,1,3
1006,"2","No_Music",42.7287391726055,82.2,4,1,0,0,3
1007,"2","Instrumental_Jazz",47.299813538211,93.8,1,1,1,1,4
1008,"2","No_Music",52.4354206238029,74.3,4,0,1,0,3
1009,"2","No_Music",42.2823631390917,80.7,2,0,1,1,2
1010,"2","Instrumental_Jazz",35.7658536146792,82.6,2,0,1,1,3
1011,"2","No_Music",57.3026735509964,70.2,4,1,0,1,1
1012,"2","No_Music",45.6168537545012,75.8,5,1,1,1,3
1013,"2","Instrumental_Jazz",43.9879398633984,88,4,1,1,0,4
1014,"2","Jazz",57.2235119683252,72.2,4,1,1,0,2
1015,"2","Instrumental_Jazz",50.049888276401,85.1,5,1,1,0,2
1016,"2","No_Music",46.7373658645324,76.9,1,0,0,0,5
1017,"2","Instrumental_Jazz",38.0350811757297,85.4,2,0,0,1,1
1018,"2","Instrumental_Jazz",43.6398047544475,83.7,5,1,1,0,3
1019,"2","Instrumental_Jazz",47.5619940098412,80.7,3,1,1,0,3
1020,"2","Instrumental_Jazz",51.5042092561066,87,1,1,0,1,3
1021,"2","Instrumental_Jazz",51.2536088757841,85.1,3,1,0,0,3
1022,"2","Jazz",53.9171911158348,78.6,2,1,1,0,3
1023,"2","Jazz",49.2152441865461,69.2,4,1,0,0,2
1024,"2","Jazz",64.1689358885403,68.9,3,0,1,1,2
1025,"2","No_Music",50.32999506295,82.6,1,1,1,1,2
1026,"2","Jazz",63.3603841512751,61.6,5,0,1,0,1
1027,"2","Instrumental_Jazz",46.232671358548,87.8,4,1,0,0,2
1028,"2","Instrumental_Jazz",44.5916919498037,76.9,3,0,0,1,2
1029,"2","Jazz",59.109745891184,73.3,5,1,1,0,4
1030,"2","Instrumental_Jazz",51.1271783044945,85.6,4,1,1,1,5
1031,"2","Jazz",53.6134647501761,70.5,3,1,1,0,3
1032,"2","Jazz",44.898226651499,59.2,1,0,0,0,2
1033,"2","Jazz",43.107912621282,62.2,2,0,1,1,2
1034,"2","Instrumental_Jazz",48.8172837845217,92.9,4,0,1,1,2
1035,"2","Instrumental_Jazz",44.8008065980742,82.9,1,1,1,0,2
1036,"2","No_Music",53.118216222144,67.7,3,1,0,0,3
1037,"2","Jazz",55.3169599490804,67,3,0,0,0,1
1038,"2","Instrumental_Jazz",42.2303683953214,81.3,1,0,0,0,3
1039,"2","Jazz",43.897841899317,77.1,2,1,1,1,3
1040,"2","Jazz",61.2257101761844,68.1,4,0,1,1,3
1041,"2","No_Music",51.884909585871,85.5,4,0,0,0,4
1042,"2","Instrumental_Jazz",57.5742369585877,84.7,2,1,1,0,3
1043,"2","Jazz",54.6166477818727,62.3,3,1,0,1,3
1044,"2","Instrumental_Jazz",45.3414383137147,84.4,3,1,1,1,2
1045,"2","No_Music",51.3061762376019,73.8,3,0,0,1,3
1046,"2","No_Music",49.4563685319534,79.8,2,1,0,0,4
1047,"2","Instrumental_Jazz",35.7666376296968,84,2,1,1,1,2
1048,"2","Jazz",57.2198446272061,66.4,3,1,1,1,2
1049,"2","Jazz",48.7840072248743,77.4,5,1,0,1,3
1050,"2","Instrumental_Jazz",45.0564633091118,77.2,3,1,0,0,5
1051,"2","Jazz",53.6440223519566,61.8,3,1,1,0,5
1052,"2","Jazz",52.2510709792962,64.3,3,1,1,1,1
1053,"2","No_Music",51.3878241760443,74.4,4,1,1,0,2
1054,"2","Jazz",50.6657041965918,62.2,2,1,1,0,2
1055,"2","No_Music",39.2460413879584,79.7,3,1,1,0,3
1056,"2","Jazz",54.3987908729777,64.6,3,0,0,1,3
1057,"2","Instrumental_Jazz",42.0296923342571,81.9,4,1,1,1,2
1058,"2","Jazz",54.3457438422172,64,3,0,1,0,1
1059,"2","No_Music",48.0041580658156,79.3,3,1,1,0,3
1060,"2","No_Music",47.7417420813938,81,4,1,1,1,1
1061,"2","Jazz",57.1212714213949,68.7,5,1,1,1,4
1062,"2","No_Music",51.363320885237,80.2,3,1,1,1,2
1063,"2","Instrumental_Jazz",46.5055933419688,80.2,3,1,0,1,2
1064,"2","Jazz",53.2092445473789,66.2,2,0,1,0,2
1065,"2","No_Music",54.9675771204828,78.1,4,0,0,1,1
1066,"2","No_Music",54.104749245864,79,3,1,0,1,1
1067,"2","Instrumental_Jazz",38.3300282084365,75.4,4,1,1,1,3
1068,"2","Jazz",57.2704030116592,73.7,4,1,0,1,3
1069,"2","Instrumental_Jazz",51.8098154467644,79.9,3,1,1,1,1
1070,"2","Jazz",50.3808039190151,66.8,3,0,1,0,1
1071,"2","Jazz",51.6868783868293,67.9,2,1,1,1,1
1072,"2","No_Music",53.3480857577365,69.7,5,1,1,0,5
1073,"2","Instrumental_Jazz",49.2055288654344,86.7,4,1,1,1,5
1074,"2","Jazz",57.9656172728525,67,2,1,1,1,3
1075,"2","Jazz",52.9354657931732,68.3,2,0,0,0,3
1076,"2","Instrumental_Jazz",40.4784140564602,80.9,2,1,1,1,1
1077,"2","Jazz",47.4871894806479,70.4,3,0,0,1,4
1078,"2","Jazz",48.8568071614591,70,4,1,1,0,1
1079,"2","Jazz",43.9522707963117,73.1,2,1,1,0,3
1080,"2","Jazz",47.2200403619687,64.7,2,1,1,0,2
1081,"2","No_Music",50.0709587488548,82.5,2,1,1,1,3
1082,"2","Instrumental_Jazz",48.7159291598776,83.2,4,1,1,1,5
1083,"2","Instrumental_Jazz",48.5926190511755,75.5,5,1,1,0,4
1084,"2","No_Music",55.3853844834158,72.5,1,1,1,0,2
1085,"2","Instrumental_Jazz",42.4444906379216,85.8,3,0,0,0,1
1086,"2","Jazz",54.594530859519,62.5,4,1,0,0,5
1087,"2","Jazz",54.4391888670689,58.7,3,0,1,1,2
1088,"2","No_Music",38.9442176792941,74.7,2,0,0,1,2
1089,"2","Jazz",54.5088726926058,70.5,2,1,0,0,3
1090,"2","Jazz",50.0562569874369,72.8,2,0,1,1,3
1091,"2","Jazz",51.7152715261228,60.4,3,0,1,1,2
1092,"2","Jazz",53.7394758631133,71.3,3,0,1,1,5
1093,"2","Jazz",52.4069822589505,65.3,5,1,1,1,4
1094,"2","Jazz",51.9158045177334,63.4,2,1,0,1,2
1095,"2","No_Music",50.4092588125999,73.4,3,1,1,0,3
1096,"2","No_Music",43.9524041644401,75.4,3,0,0,0,2
1097,"2","Instrumental_Jazz",43.1229349959554,83.1,2,1,0,1,3
1098,"2","Jazz",55.9762879432068,67.2,3,1,1,1,2
1099,"2","No_Music",49.1048953729583,71.8,4,1,0,0,2
1100,"2","Instrumental_Jazz",54.938993672695,84.3,1,0,1,1,4
1101,"2","No_Music",55.0146516788748,77.3,1,0,1,0,3
1102,"2","No_Music",51.4268358257308,77,3,1,0,1,3
1103,"2","No_Music",46.1271292399146,74.5,4,1,0,1,3
1104,"2","Jazz",52.9561236344296,68.8,1,1,0,0,1
1105,"2","Instrumental_Jazz",44.2402096436954,75.6,2,1,1,1,2
1106,"2","Jazz",58.9793737865766,64.5,4,1,1,1,2
1107,"2","Instrumental_Jazz",58.2615239495683,75.2,3,0,0,0,1
1108,"2","No_Music",54.7648822862211,71.4,1,1,1,0,1
1109,"2","No_Music",41.5133490030408,74.3,3,1,1,1,3
1110,"2","Instrumental_Jazz",45.9891564993883,92.9,4,1,0,0,1
1111,"2","Instrumental_Jazz",42.3270516716608,83.1,3,1,1,0,3
1112,"2","Instrumental_Jazz",44.9510077883395,81.9,2,0,1,0,1
1113,"2","Jazz",52.3530000204168,64.9,4,1,0,0,2
1114,"2","No_Music",48.7834420311628,72,1,0,0,1,2
1115,"2","Jazz",58.2707763774405,65.8,3,1,1,1,2
1116,"2","No_Music",56.2523393949411,81.8,2,1,1,0,2
1117,"2","Instrumental_Jazz",47.8225085831676,88.7,4,1,1,1,5
1118,"2","No_Music",52.786001737309,74.4,3,1,1,1,1
1119,"2","Jazz",48.463687953881,68.4,4,0,0,0,3
1120,"2","No_Music",47.5404733244171,77.2,3,0,0,0,1
1121,"2","Jazz",56.4283259700018,66,2,1,1,0,2
1122,"2","Instrumental_Jazz",56.4582882355155,82.3,3,1,0,0,1
1123,"2","No_Music",53.662659412254,76.1,3,1,1,1,1
1124,"2","No_Music",50.244251876051,81.5,4,1,0,1,1
1125,"2","Jazz",55.8439546033549,68.6,2,1,0,0,2
1126,"2","Instrumental_Jazz",51.6316041792864,87,4,1,1,0,4
1127,"2","Jazz",57.0143967541561,76.5,3,1,0,1,1
1128,"2","Instrumental_Jazz",44.4898766128685,80.4,2,0,1,0,5
1129,"2","Instrumental_Jazz",46.5088293540306,86.6,3,1,1,1,2
1130,"2","No_Music",41.1959720047149,73.1,3,1,1,0,3
1131,"2","Jazz",47.6120544269241,58.4,3,1,1,0,5
1132,"2","No_Music",42.3727836545482,69.1,3,1,1,1,3
1133,"2","Instrumental_Jazz",45.3853973469638,83,1,1,0,0,2
1134,"2","Jazz",50.4522484790387,72.2,3,0,0,0,2
1135,"2","No_Music",51.6772657918903,76.7,3,1,1,1,2
1136,"2","No_Music",52.2234522249228,78.8,3,0,1,1,2
1137,"2","Instrumental_Jazz",41.8868353209987,93,1,1,0,1,4
1138,"2","Instrumental_Jazz",43.1190115589602,75,1,1,1,0,1
1139,"2","Jazz",52.6886123228868,76.5,3,1,0,1,3
1140,"2","No_Music",49.1513924243153,80,1,0,0,0,3
1141,"2","No_Music",51.0716447301862,78.6,4,1,0,1,3
1142,"2","Instrumental_Jazz",40.2486113362105,82.2,3,1,0,1,1
1143,"2","Instrumental_Jazz",42.6237531549211,85.3,3,1,1,1,2
1144,"2","No_Music",51.7681791088656,83.6,5,1,1,0,5
1145,"2","Instrumental_Jazz",49.3298511041886,84.3,2,1,1,1,3
1146,"2","Instrumental_Jazz",45.228228241745,90.7,2,1,1,1,5
1147,"2","Jazz",59.4210549829933,70.3,4,0,1,0,2
1148,"2","Instrumental_Jazz",54.504601148028,82.1,2,0,1,1,4
1149,"2","Instrumental_Jazz",42.3236387986793,83,4,1,0,0,1
1150,"2","No_Music",53.2503488247303,81.4,5,1,1,1,1
1151,"2","Jazz",57.0391568842147,61.5,4,1,0,1,3
1152,"2","Instrumental_Jazz",46.2532391361078,84,2,1,1,0,3
1153,"2","Instrumental_Jazz",46.6442722119365,84.9,2,0,1,0,2
1154,"2","Instrumental_Jazz",55.2301193417754,87.6,5,1,0,1,2
1155,"2","Jazz",56.4306956292141,60.8,3,0,1,0,1
1156,"2","No_Music",49.3206015035307,74.2,4,1,1,0,4
1157,"2","No_Music",51.8525564189338,79.2,2,1,0,1,1
1158,"2","No_Music",47.340947360468,69.1,3,1,0,1,3
1159,"2","Jazz",56.4454934792483,75.6,5,1,1,0,3
1160,"2","No_Music",52.6384031112887,71.3,4,0,1,1,5
1161,"2","Jazz",65.9015617768831,66.9,3,1,0,0,2
1162,"2","No_Music",47.4889044670767,81.9,2,1,1,0,3
1163,"2","Jazz",50.4624239913211,73.5,4,0,1,0,2
1164,"2","No_Music",39.625294096599,67.8,3,0,1,0,2
1165,"2","Jazz",57.1689630347267,73.4,4,1,1,0,2
1166,"2","No_Music",48.9922717811402,71.7,2,0,0,1,1
1167,"2","No_Music",43.5609760986236,72.9,3,0,0,1,2
1168,"2","No_Music",44.9497649520012,78,2,1,0,0,2
1169,"2","No_Music",48.5391531830219,70.9,1,1,0,1,1
1170,"2","Jazz",49.5616798663664,63.1,4,1,0,0,3
1171,"2","Instrumental_Jazz",42.7956159425223,77.8,2,1,1,0,1
1172,"2","Instrumental_Jazz",39.3095926678362,90.2,2,0,0,0,2
1173,"2","Instrumental_Jazz",42.112479919299,79.8,4,0,1,1,3
1174,"2","No_Music",49.2915809348523,69.5,2,1,1,1,5
1175,"2","No_Music",44.0909571364711,66.3,5,1,0,0,2
1176,"2","No_Music",44.7950531725506,72.1,3,1,1,1,2
1177,"2","Jazz",45.3206845300765,64.4,3,1,1,0,5
1178,"2","No_Music",42.3175831215578,71.1,2,1,0,1,3
1179,"2","Instrumental_Jazz",41.8017953991518,90.5,1,1,1,0,2
1180,"2","No_Music",51.0312723881383,84.8,2,1,1,0,1
1181,"2","Instrumental_Jazz",46.3375324944217,86.7,2,1,1,0,2
1182,"2","No_Music",46.6083626990991,80.7,3,1,1,1,2
1183,"2","No_Music",55.0618651083932,76.6,2,0,0,0,2
1184,"2","Jazz",49.1506901908186,76.2,3,1,0,0,2
1185,"2","Jazz",54.05930089645,71.7,5,1,1,0,3
1186,"2","Instrumental_Jazz",47.6615268282922,90.7,2,0,0,1,3
1187,"2","Instrumental_Jazz",51.5854121963407,82.7,3,1,1,1,2
1188,"2","Instrumental_Jazz",51.3011224438418,83.9,2,0,0,0,3
1189,"2","No_Music",53.6800616169437,74.8,2,1,1,0,3
1190,"2","Instrumental_Jazz",42.0227092270963,88,4,0,0,0,1
1191,"2","Jazz",52.6860945230484,64.9,1,0,1,0,3
1192,"2","No_Music",45.9470767128745,78.6,1,1,0,1,1
1193,"2","No_Music",41.6676203124047,73.9,5,1,1,1,2
1194,"2","No_Music",50.5888948725954,70.7,2,1,1,0,1
1195,"2","Instrumental_Jazz",47.7654914879756,81.5,3,0,0,0,3
1196,"2","Jazz",45.3677498036783,71.3,3,1,1,0,2
1197,"2","No_Music",57.255342988678,74,3,1,0,0,5
1198,"2","Jazz",46.9710529715572,63.4,1,1,0,0,4
1199,"2","Jazz",57.076701810611,67.9,5,1,1,1,3
1200,"2","Instrumental_Jazz",48.3637067131433,83.7,3,0,1,0,2
1201,"2","Instrumental_Jazz",40.8445644757829,80.9,3,0,1,0,4
1202,"2","No_Music",53.6706041784993,73.1,3,1,1,1,1
1203,"2","Jazz",51.3159783812361,67.4,3,0,1,1,2
1204,"2","Jazz",44.9099769171485,71.1,4,1,0,1,2
1205,"2","Instrumental_Jazz",42.2242994281553,91.5,3,1,1,0,4
1206,"2","Instrumental_Jazz",46.8636514026966,80.5,2,1,1,0,2
1207,"2","Instrumental_Jazz",43.7649433048585,79.9,3,1,0,0,1
1208,"2","No_Music",45.5381996247314,71.8,4,0,1,0,1
1209,"2","No_Music",51.1814401897618,79.6,4,0,1,0,5
1210,"2","Jazz",51.2708288342301,70.2,4,0,1,1,3
1211,"2","Jazz",52.7725968521632,68.5,3,0,1,1,4
1212,"2","Instrumental_Jazz",46.8036127488071,93.4,1,1,0,1,2
1213,"2","Jazz",60.0020767559944,66.4,3,1,0,0,4
1214,"2","No_Music",46.7654174172121,72.1,5,0,1,0,2
1215,"2","Jazz",54.2578658031059,63.9,4,0,0,1,3
1216,"2","No_Music",36.2548250370439,73.8,5,1,1,0,1
1217,"2","Jazz",48.882607632827,65.7,1,1,0,1,1
1218,"2","Jazz",51.7838859012329,62.1,4,1,1,1,1
1219,"2","Instrumental_Jazz",44.1230051137457,83.4,4,1,1,0,1
1220,"2","Jazz",51.8527844555722,65,3,0,1,1,3
1221,"2","Instrumental_Jazz",42.959055880127,84.1,1,0,1,0,3
1222,"2","No_Music",52.1844150182195,75,2,0,1,0,1
1223,"2","No_Music",44.9572411081492,74.9,2,1,1,0,1
1224,"2","No_Music",49.3223247475957,79.2,3,0,0,0,1
1225,"2","Jazz",45.1449974300212,70.2,4,1,0,0,2
1226,"2","No_Music",44.2699424389998,73.5,4,0,0,1,3
1227,"2","No_Music",51.9025984844441,82.1,3,1,0,1,1
1228,"2","Instrumental_Jazz",45.7088393868731,78.6,4,1,1,0,3
