"participant_id","treatment_invite","age","income","income_sq","race","family_law_enforcement","prev_incarcerated","family_incarcerated","num_children","num_children_under18","completed_pre_survey","completed_post_survey","attended_forum","trust_index_pre","trust_index_post","stress_index_pre","stress_index_post","safety_index_pre","safety_index_post","engage_index_pre","engage_index_post","satisfaction_index_pre","satisfaction_index_post"
524,0,36,84091,7071296281,"Hispanic",0,0,0,2,0,1,0,1,3,,3,,4,,3,,3,
525,1,38,36272,1315657984,"Black",0,0,0,1,1,1,1,1,3,2,3,3,4,4,3,4,2,2
526,1,43,153350,23516222500,"Black",0,0,0,1,1,1,1,1,2,3,3,3,4,4,3,3,2,2
527,1,41,120042,14410081764,"Black",0,0,0,4,3,1,1,1,2,3,5,5,3,4,2,3,4,4
528,0,54,76862,5907767044,"Black",0,0,1,3,3,1,1,0,2,2,4,3,3,3,2,2,3,2
529,1,38,52870,2795236900,"White",0,0,0,3,3,1,1,1,3,3,3,3,3,4,3,4,3,4
530,0,39,32163,1034458569,"White",0,1,0,0,0,1,1,0,2,2,3,3,3,3,3,4,2,2
531,1,33,43400,1883560000,"Hispanic",0,0,0,4,3,1,0,1,2,,3,,3,,3,,4,
532,1,38,72774,5296055076,"Other",0,0,1,2,2,0,1,0,,3,,3,,3,,3,,3
533,0,39,108447,11760751809,"Black",0,0,0,1,1,0,0,0,,,,,,,,,,
534,1,18,39454,1556618116,"White",0,0,0,2,0,1,1,1,3,3,3,2,3,4,3,4,2,3
535,0,20,27922,779638084,"Black",0,1,1,1,0,1,0,0,2,,4,,3,,3,,2,
536,1,39,362313,131270709969,"Hispanic",0,0,0,1,0,1,1,1,2,3,4,4,5,5,3,3,3,4
537,0,36,75707,5731549849,"White",0,0,0,1,0,1,1,0,2,2,3,3,4,4,4,4,3,3
538,1,22,24268,588935824,"White",0,0,1,2,2,1,1,1,3,3,4,4,4,4,3,3,3,3
539,1,18,105299,11087879401,"Black",1,1,0,2,2,1,1,0,2,2,4,4,2,3,2,1,4,4
540,0,35,52529,2759295841,"Other",1,0,0,1,1,1,1,0,4,4,3,4,3,3,3,3,3,2
541,1,50,96878,9385346884,"Asian",0,0,0,4,3,1,1,1,2,3,2,2,3,3,2,3,3,4
542,0,67,52115,2715973225,"Asian",0,1,1,3,3,0,1,0,,1,,3,,4,,3,,1
543,1,39,47717,2276912089,"Black",0,1,0,2,0,1,1,1,1,2,3,3,3,3,3,3,3,4
544,0,62,53759,2890030081,"Black",0,0,0,2,2,1,0,0,2,,3,,3,,3,,2,
545,1,41,69564,4839150096,"White",1,0,1,1,0,1,1,1,2,2,2,2,4,4,3,4,3,3
546,1,42,30691,941937481,"Black",0,0,1,2,0,1,1,1,1,2,2,2,4,4,2,2,3,3
547,0,45,29599,876100801,"Black",0,0,0,2,1,1,1,1,2,3,4,4,2,3,4,4,3,4
548,1,27,43129,1860110641,"Black",0,0,0,6,3,1,1,1,3,4,4,5,4,3,3,4,3,4
549,1,39,57344,3288334336,"Black",0,0,0,1,1,1,0,1,2,,4,,4,,3,,3,
550,0,54,38788,1504508944,"White",0,0,0,2,2,0,1,0,,3,,3,,4,,3,,3
551,0,29,64432,4151482624,"Other",0,,0,1,1,1,1,0,2,2,2,2,3,3,3,3,3,2
552,0,35,20710,428904100,"Black",0,0,0,1,1,1,1,1,2,3,2,2,2,2,3,3,3,3
553,1,23,15915,253287225,"Hispanic",0,0,0,0,0,1,1,1,1,2,3,3,3,3,3,4,3,3
554,1,45,227155,51599394025,"Hispanic",0,0,0,1,1,1,1,1,3,3,4,4,5,5,3,4,4,4
555,1,46,68740,4725187600,"Black",0,,0,1,1,1,1,1,3,3,3,2,3,3,3,3,3,4
556,1,50,36394,1324523236,"Black",0,1,0,2,1,0,1,0,,2,,4,,4,,2,,2
557,1,22,39967,1597361089,"Black",0,0,0,1,1,1,1,1,3,3,4,4,3,3,2,2,2,2
558,1,42,93702,8780064804,"White",0,0,1,1,0,1,1,1,3,3,2,2,4,4,4,4,4,4
559,1,26,42257,1785654049,"White",1,,0,0,0,1,1,1,3,4,4,4,3,3,3,3,4,4
560,0,40,58307,3399706249,"White",0,0,1,0,0,1,1,0,2,2,4,4,4,4,4,3,3,4
561,0,60,40457,1636768849,"Black",0,1,0,1,1,1,0,1,2,,5,,3,,3,,2,
562,1,32,33479,1120843441,"Black",0,0,1,2,1,1,0,1,2,,4,,3,,3,,2,
563,1,51,80945,6552093025,"White",0,0,0,2,2,1,1,1,3,2,3,3,4,4,3,4,3,3
564,0,29,55993,3135216049,"Black",0,0,1,2,1,1,0,0,2,,4,,3,,3,,3,
565,1,33,141666,20069255556,"Black",0,0,0,1,1,1,1,1,2,3,3,2,4,5,2,2,3,4
566,1,47,20322,412983684,"White",0,0,1,2,2,1,1,1,4,5,4,3,3,3,3,4,3,3
567,0,30,44870,2013316900,"Black",1,0,0,1,1,1,1,0,3,3,3,3,3,3,2,2,3,2
568,1,18,42302,1789459204,"Black",0,0,0,1,1,1,1,1,2,3,5,4,3,3,2,3,2,2
569,1,59,21160,447745600,"Black",0,1,0,1,0,1,1,0,1,1,4,4,2,3,3,3,3,2
570,1,45,111087,12340321569,"Black",1,0,0,0,0,1,1,1,3,3,3,2,4,4,2,2,3,4
571,1,31,45883,2105249689,"Black",0,0,0,3,2,1,1,1,3,3,4,3,3,4,3,4,3,4
572,1,18,16504,272382016,"Black",0,0,0,1,1,1,1,0,2,2,4,4,3,3,2,2,3,3
573,1,69,31134,969325956,"Hispanic",0,1,1,2,1,1,0,0,2,,4,,2,,4,,2,
574,0,91,20651,426463801,"White",1,0,0,1,1,1,1,1,3,3,4,4,4,4,4,4,3,3
575,1,43,114812,13181795344,"Black",0,0,1,1,1,1,1,1,3,3,3,3,4,4,3,3,3,3
576,1,53,382354,146194581316,"Black",0,0,0,3,3,1,1,1,2,2,3,3,4,5,4,4,3,2
577,0,58,29167,850713889,"White",0,1,1,0,0,1,1,0,2,2,3,3,3,3,3,3,2,3
578,0,29,46444,2157045136,"Black",0,1,0,2,1,1,0,0,2,,3,,3,,3,,3,
579,1,35,62540,3911251600,"Other",0,0,0,1,0,1,1,1,2,2,2,2,2,3,4,3,2,2
580,0,18,436676,190685928976,"Black",0,0,0,5,3,1,1,1,3,3,3,2,5,5,3,3,2,3
581,1,29,7759,60202081,"Asian",0,,1,0,0,1,1,1,4,4,3,3,3,3,4,4,3,3
582,1,49,33144,1098524736,"Black",0,1,0,2,1,1,1,1,2,3,4,4,3,4,3,3,3,3
583,1,36,19102,364886404,"White",0,0,0,3,3,1,1,1,3,3,4,3,4,4,4,4,4,5
584,0,37,41676,1736888976,"Black",0,0,0,1,1,1,1,0,3,2,5,4,3,3,4,3,2,2
585,1,38,40097,1607769409,"White",0,0,0,2,1,1,1,0,3,3,3,3,3,4,3,3,4,4
586,0,18,27887,777684769,"Other",0,0,0,2,1,1,1,0,3,3,3,3,3,4,3,3,3,3
587,0,53,216881,47037368161,"Other",0,0,0,3,1,1,1,0,3,3,4,3,5,5,3,3,4,3
588,1,18,61416,3771925056,"White",1,0,0,2,1,1,1,0,3,3,3,2,4,5,3,2,2,3
589,1,37,339302,115125847204,"Black",0,1,0,3,1,0,1,1,,3,,3,,4,,3,,2
590,1,33,96633,9337936689,"Asian",0,0,0,1,0,1,1,1,2,3,4,3,3,3,4,4,2,3
591,1,37,18170,330148900,"Black",0,1,1,2,1,1,1,0,1,1,4,4,2,2,3,3,3,3
592,0,62,27364,748788496,"Black",0,0,0,1,1,1,1,0,3,4,2,3,3,3,4,4,3,4
593,1,31,62206,3869586436,"Hispanic",0,0,1,1,1,1,1,1,2,4,4,3,3,3,3,2,2,3
594,0,28,31491,991683081,"Hispanic",0,0,0,1,1,0,1,1,,3,,2,,3,,3,,4
595,0,18,66384,4406835456,"Black",0,0,0,1,0,1,1,0,2,2,3,3,4,4,3,3,3,3
596,1,28,89845,8072124025,"Black",0,1,1,1,0,1,1,0,2,3,4,4,4,4,3,3,2,2
597,1,23,70030,4904200900,"Black",0,,0,0,0,1,1,1,2,3,3,2,3,4,2,2,2,3
598,0,46,44895,2015561025,"Black",1,0,0,0,0,1,1,1,3,4,2,2,4,4,4,4,3,3
599,1,27,29880,892814400,"Black",0,1,0,1,1,1,1,1,2,3,3,2,3,3,2,2,2,3
600,0,45,17824,317694976,"Other",0,0,0,1,0,1,1,0,4,4,4,4,3,3,4,4,3,3
601,0,38,65676,4313336976,"Black",0,1,1,3,0,1,0,0,2,,4,,3,,3,,2,
602,1,18,104574,10935721476,"Other",0,0,0,1,0,1,1,0,3,3,2,2,3,3,2,2,2,2
603,0,28,46913,2200829569,"Black",0,0,1,2,1,1,0,0,2,,3,,4,,1,,3,
604,0,53,91370,8348476900,"Black",0,0,1,1,1,1,0,0,3,,3,,3,,3,,4,
605,0,54,297093,88264250649,"Black",0,0,0,2,1,1,1,0,3,3,4,4,3,3,3,3,3,2
606,1,70,234881,55169084161,"Black",0,0,1,2,2,1,1,1,3,4,4,4,3,3,3,3,2,2
607,0,40,33653,1132524409,"Hispanic",0,0,0,1,1,1,1,0,2,2,4,4,3,3,4,4,3,4
608,1,18,77431,5995559761,"White",0,0,0,0,0,1,1,1,4,4,3,2,4,4,3,3,3,3
609,0,28,28510,812820100,"Black",0,,1,3,3,1,1,1,4,4,3,3,3,3,3,4,2,3
610,0,46,86823,7538233329,"Asian",0,0,1,4,4,0,1,0,,4,,3,,3,,3,,4
611,1,69,47719,2277102961,"Black",0,1,0,2,0,0,1,0,,1,,4,,3,,3,,3
612,0,42,62433,3897879489,"Hispanic",0,0,0,1,1,1,1,1,3,4,3,3,3,3,3,4,4,4
613,0,57,25149,632472201,"Black",0,0,0,0,0,1,0,1,1,,2,,4,,3,,3,
614,1,52,131148,17199797904,"Black",0,0,0,0,0,1,1,1,2,3,3,3,2,2,2,2,3,2
615,1,22,46744,2185001536,"Black",0,0,0,2,1,1,0,1,1,,3,,3,,3,,3,
616,1,37,34998,1224860004,"Black",0,0,0,1,0,1,0,1,2,,3,,3,,2,,4,
617,1,60,47027,2211538729,"White",0,0,1,3,2,1,1,1,3,3,2,2,3,4,3,4,4,4
618,1,53,53151,2825028801,"White",0,0,0,3,2,1,1,0,3,3,4,4,3,3,4,4,3,3
619,1,47,185214,34304225796,"White",0,0,0,1,0,1,1,1,2,3,3,3,4,4,2,2,4,4
620,0,47,20562,422795844,"Hispanic",0,0,0,2,0,1,1,1,2,2,3,2,3,3,3,3,3,3
621,1,33,357529,127826985841,"Other",0,1,0,1,0,1,1,1,3,4,4,3,4,5,3,4,3,3
622,1,20,26934,725440356,"Black",0,0,1,2,1,1,1,1,1,2,3,3,4,4,2,3,2,2
623,1,59,57497,3305905009,"Black",1,0,0,1,1,0,1,1,,3,,2,,3,,4,,4
624,0,19,9636,92852496,"Black",0,0,1,0,0,1,1,0,3,3,2,2,3,3,3,3,3,3
625,0,26,29620,877344400,"White",0,0,0,3,1,0,1,0,,3,,3,,3,,4,,3
626,0,49,89787,8061705369,"Other",0,,0,1,1,1,1,0,3,3,3,3,4,4,3,3,3,3
627,0,21,74904,5610609216,"Black",0,0,0,1,1,1,1,0,2,2,2,2,4,4,4,4,4,4
628,1,32,69441,4822052481,"Asian",0,0,0,6,5,1,1,0,2,2,3,3,3,3,3,3,3,4
629,0,22,34419,1184667561,"White",0,1,1,6,5,1,1,1,2,3,4,5,4,5,3,3,4,4
630,0,49,11441,130896481,"White",0,0,0,1,0,0,1,0,,2,,4,,4,,3,,2
631,1,47,21195,449228025,"Black",0,1,0,0,0,1,1,0,2,2,4,5,3,3,4,4,2,2
632,1,46,41602,1730726404,"Black",0,1,1,0,0,1,1,1,1,2,5,5,2,2,2,3,2,3
633,0,47,82215,6759306225,"White",0,0,0,1,1,1,0,0,4,,3,,3,,3,,2,
634,1,48,97708,9546853264,"White",0,0,0,2,2,1,1,0,3,2,4,3,4,4,4,4,2,2
635,0,50,39241,1539856081,"Black",0,0,0,3,0,1,1,0,2,2,4,4,3,3,3,3,2,3
636,0,18,44291,1961692681,"Black",0,0,0,2,1,1,1,1,2,2,2,2,4,4,2,2,3,3
637,1,38,43892,1926507664,"White",1,0,0,1,1,1,1,1,4,5,2,1,3,2,3,3,4,4
638,1,42,52368,2742407424,"Black",0,1,0,0,0,1,0,0,2,,4,,3,,3,,2,
639,1,51,171013,29245446169,"Black",0,0,0,4,3,1,1,1,2,2,3,3,3,3,2,2,2,3
640,0,22,27957,781593849,"Black",0,0,0,2,1,1,1,1,2,2,4,4,2,3,3,3,3,3
641,1,33,42445,1801578025,"White",0,0,0,1,1,1,1,1,2,3,4,3,2,2,2,2,3,4
642,1,24,53250,2835562500,"Black",0,0,0,1,1,0,1,0,,3,,2,,3,,3,,4
643,1,56,17140,293779600,"Black",0,0,0,0,0,1,1,1,3,3,4,3,3,4,3,4,2,3
644,0,59,23932,572740624,"White",0,0,0,4,4,1,1,0,4,3,4,4,4,4,3,2,3,3
645,0,52,58688,3444281344,"White",0,0,0,1,1,1,1,0,3,4,4,4,3,3,3,3,3,3
646,1,22,70364,4951092496,"Asian",0,0,0,0,0,1,1,1,3,4,3,3,4,4,3,4,2,2
647,1,47,124474,15493776676,"Hispanic",0,0,0,1,1,1,1,1,1,1,4,4,4,5,4,4,3,4
648,0,57,34448,1186664704,"White",0,0,0,2,1,1,1,0,3,3,4,5,3,3,3,3,2,2
649,0,43,159995,25598400025,"Hispanic",0,0,0,1,1,1,0,0,2,,3,,4,,3,,3,
650,1,32,25038,626901444,"Hispanic",0,0,0,0,0,1,1,0,2,2,3,3,3,2,3,3,3,3
651,1,24,13943,194407249,"Hispanic",0,0,0,2,2,1,1,0,3,3,3,3,3,2,3,3,4,4
652,1,30,10540,111091600,"Hispanic",0,0,0,0,0,1,0,0,2,,3,,4,,2,,3,
653,0,51,120936,14625516096,"Black",0,1,0,3,2,1,0,0,2,,3,,3,,2,,2,
654,1,34,63811,4071843721,"White",0,0,0,0,0,1,0,1,3,,3,,4,,4,,3,
655,1,43,45046,2029142116,"Black",0,0,0,1,1,1,1,1,3,3,2,2,2,3,2,3,3,3
656,1,59,39533,1562858089,"White",0,0,0,1,1,1,1,0,3,3,3,3,3,3,4,4,2,2
657,1,49,177865,31635958225,"White",0,0,0,1,0,1,0,0,3,,3,,4,,3,,3,
658,0,60,130705,17083797025,"White",0,0,0,2,1,1,0,1,2,,3,,4,,3,,3,
659,1,18,22399,501715201,"Hispanic",0,0,0,1,1,1,1,1,3,3,2,2,4,4,3,3,3,3
660,0,36,16432,270010624,"White",0,,0,0,0,1,1,0,3,4,3,3,3,3,3,3,3,2
661,1,41,119135,14193148225,"Black",0,1,0,0,0,0,0,1,,,,,,,,,,
662,1,49,78297,6130420209,"Black",0,0,0,1,1,1,1,1,3,3,3,2,5,5,3,3,3,4
663,0,22,33223,1103767729,"Black",0,1,0,2,2,1,1,0,2,2,4,4,3,3,2,2,2,2
664,1,52,68661,4714332921,"Black",0,1,0,2,1,1,0,0,2,,4,,3,,2,,3,
665,0,45,9909,98188281,"Asian",0,0,0,2,2,1,1,0,1,1,2,2,4,4,4,4,2,2
666,0,44,29368,862479424,"Black",1,1,0,0,0,1,1,0,3,3,4,4,3,4,3,4,3,3
667,1,48,70812,5014339344,"Hispanic",0,0,0,0,0,1,1,1,2,3,3,3,4,4,3,3,3,3
668,0,38,47167,2224725889,"Hispanic",1,0,0,0,0,1,1,0,3,3,4,4,3,3,3,3,3,3
669,1,54,17931,321520761,"Black",0,,0,0,0,1,0,1,3,,4,,4,,3,,3,
670,0,50,112644,12688670736,"Black",0,0,0,1,1,1,1,1,2,4,2,2,4,4,3,4,3,3
671,0,38,126782,16073675524,"Black",0,,0,1,0,1,0,0,2,,4,,4,,3,,3,
672,1,56,23570,555544900,"Black",0,0,0,1,0,0,1,1,,4,,4,,4,,4,,2
673,0,44,43105,1858041025,"Black",0,0,0,1,0,1,1,0,2,2,2,2,4,4,2,3,2,2
674,0,50,89704,8046807616,"Other",0,1,0,0,0,1,0,0,2,,4,,3,,3,,2,
675,0,31,99784,9956846656,"Asian",0,0,0,2,2,1,0,0,2,,3,,5,,3,,4,
676,1,64,32754,1072824516,"White",0,0,1,3,3,1,1,1,2,3,4,4,3,3,3,4,4,4
677,1,40,24759,613008081,"Black",0,1,0,1,1,1,1,0,2,2,3,3,4,3,3,3,2,3
678,0,53,65896,4342282816,"Black",0,0,0,0,0,1,1,0,3,3,4,4,4,4,3,3,4,4
679,0,38,10796,116553616,"Hispanic",0,0,1,1,1,1,1,0,2,2,4,3,3,2,3,3,3,3
680,0,36,23382,546717924,"Other",0,,0,1,0,1,1,0,3,3,4,4,3,3,3,4,3,3
681,1,52,92841,8619451281,"White",0,1,0,2,2,1,1,0,1,1,4,4,2,2,4,4,3,2
682,1,18,12794,163686436,"White",0,0,0,2,1,1,1,1,3,3,3,3,3,3,3,3,4,4
683,1,47,19133,366071689,"White",0,0,0,0,0,1,1,1,3,3,3,3,4,4,4,4,3,4
684,1,46,41239,1700655121,"White",0,,0,2,2,1,1,1,3,4,3,2,4,4,2,3,3,4
685,1,18,39266,1541818756,"White",0,0,0,3,3,1,1,1,2,3,4,4,4,4,3,3,2,3
686,1,46,12290,151044100,"Hispanic",0,0,1,2,2,0,0,1,,,,,,,,,,
687,1,18,75153,5647973409,"Black",0,1,0,2,2,0,1,1,,1,,5,,2,,3,,3
688,0,50,22084,487703056,"White",0,0,0,3,2,1,1,1,3,3,3,3,4,4,3,3,2,3
689,0,33,44061,1941371721,"Hispanic",0,0,1,5,3,1,0,0,2,,3,,3,,2,,2,
690,0,30,42724,1825340176,"White",1,0,0,0,0,1,1,0,5,5,3,3,2,2,5,5,3,3
691,0,40,87298,7620940804,"White",0,0,0,1,1,1,1,0,3,3,2,2,3,3,2,1,3,3
692,1,61,47429,2249510041,"White",0,1,0,1,0,1,1,1,4,5,4,4,3,4,4,4,3,3
693,1,30,44905,2016459025,"Black",0,0,1,0,0,1,1,1,2,3,4,4,3,2,2,3,3,4
694,0,48,187882,35299645924,"Black",0,,0,1,1,1,1,0,2,3,2,2,3,2,2,3,3,4
695,0,45,67325,4532655625,"Black",0,0,0,3,1,1,1,1,1,2,3,3,3,4,4,4,3,4
696,1,22,82340,6779875600,"Black",0,0,1,1,0,1,0,1,2,,4,,4,,3,,4,
697,0,18,73108,5344779664,"Black",0,1,0,1,0,1,1,0,1,1,4,4,3,3,3,3,3,3
698,0,18,78991,6239578081,"Hispanic",1,,0,3,2,1,1,0,3,3,4,3,3,3,3,4,3,3
699,0,48,145563,21188586969,"Black",0,1,0,4,2,1,0,1,2,,3,,4,,3,,3,
700,0,39,47767,2281686289,"Hispanic",0,0,0,1,1,1,1,1,2,2,3,2,3,3,2,3,3,4
701,1,68,60722,3687161284,"Hispanic",0,0,0,0,0,1,1,1,3,4,4,4,3,3,5,5,3,4
702,0,49,241708,58422757264,"White",0,0,0,4,2,1,1,0,3,3,2,2,4,5,3,2,2,2
703,0,53,32720,1070598400,"Other",0,,0,6,4,1,1,1,4,4,3,4,3,4,4,4,2,3
704,1,60,140447,19725359809,"Hispanic",0,1,1,2,2,1,0,1,2,,3,,3,,4,,1,
705,0,32,30764,946423696,"Black",0,0,0,3,3,1,1,0,1,1,3,3,4,4,2,2,3,3
706,1,48,196396,38571388816,"Black",0,0,0,0,0,0,1,1,,2,,3,,4,,3,,3
707,1,53,29342,860952964,"White",0,0,0,1,0,1,1,0,3,3,3,3,3,3,2,2,3,3
708,0,61,26063,679279969,"Black",0,1,1,3,3,1,1,0,2,1,4,4,3,2,3,3,2,1
709,0,51,114565,13125139225,"Black",0,0,1,3,3,1,1,0,3,2,4,4,3,3,4,4,3,3
710,0,46,108199,11707023601,"Black",1,0,0,1,1,1,1,0,2,2,4,4,3,3,3,2,2,2
711,1,27,77742,6043818564,"Black",0,0,0,1,1,1,0,1,3,,4,,4,,2,,3,
712,1,51,62214,3870581796,"Black",0,0,0,0,0,1,0,1,3,,5,,3,,3,,3,
713,1,48,60674,3681334276,"White",0,0,0,4,1,1,1,1,2,3,4,3,3,3,3,3,2,3
714,1,50,258742,66947422564,"Hispanic",0,1,0,1,0,1,1,0,2,2,4,3,3,3,2,2,3,3
715,0,46,15895,252651025,"Black",0,0,0,1,0,1,1,0,1,1,2,2,3,4,3,4,3,3
716,0,37,22713,515880369,"Black",0,0,0,1,1,1,0,1,3,,3,,3,,2,,2,
717,0,39,17970,322920900,"Black",0,0,0,2,2,1,1,1,2,3,4,3,3,3,3,4,4,4
718,0,50,107838,11629034244,"Black",1,0,0,1,0,1,0,1,4,,3,,3,,3,,3,
719,1,43,41080,1687566400,"Black",0,1,0,0,0,1,0,1,2,,4,,3,,3,,3,
720,0,28,45061,2030493721,"White",0,0,0,5,4,1,1,0,2,2,3,2,3,3,3,3,2,2
721,0,36,208235,43361815225,"Black",1,0,0,1,1,1,1,1,4,4,2,2,3,4,3,3,3,4
722,1,20,31463,989920369,"Black",0,0,1,1,0,1,1,1,2,3,4,4,3,4,2,2,2,3
723,1,25,252209,63609379681,"White",0,0,0,0,0,1,1,1,3,4,3,3,4,4,2,2,3,4
724,1,38,16191,262148481,"Hispanic",0,,0,1,1,1,1,0,3,3,3,3,3,2,2,2,3,3
725,1,18,143494,20590528036,"White",0,1,0,4,4,1,1,1,2,3,3,3,3,3,2,3,4,4
726,1,18,64749,4192433001,"Black",0,0,0,0,0,1,1,1,3,4,2,2,3,3,3,5,3,4
727,1,57,36640,1342489600,"Black",0,0,0,1,1,1,1,1,3,3,4,4,3,2,2,2,4,4
728,1,31,43543,1895992849,"Black",0,0,1,0,0,1,1,0,1,1,4,5,3,3,3,3,2,2
729,1,18,145941,21298775481,"White",0,0,0,1,1,1,0,1,3,,3,,4,,2,,3,
730,0,38,195404,38182723216,"Black",0,1,0,1,1,1,0,0,3,,3,,3,,3,,3,
731,0,60,13056,170459136,"Black",0,0,1,3,3,1,0,0,3,,3,,4,,3,,4,
732,1,50,771934,595882100356,"Black",1,0,0,1,1,1,1,1,3,3,4,4,5,5,3,3,3,4
733,1,47,393223,154624327729,"Black",0,0,0,0,0,1,1,1,3,3,3,2,5,5,3,4,3,3
734,1,58,32844,1078728336,"Asian",0,0,0,0,0,1,1,1,2,2,4,3,3,4,4,4,3,4
735,0,28,47490,2255300100,"White",0,0,0,3,3,1,1,0,3,3,3,4,3,3,4,4,2,2
736,0,51,29406,864712836,"Black",0,0,0,2,1,1,1,1,1,1,4,4,3,3,2,2,3,3
737,1,31,46415,2154352225,"Black",0,0,0,1,1,1,1,1,3,3,4,4,3,3,2,2,3,3
738,1,40,90370,8166736900,"Black",0,0,0,1,1,1,0,0,1,,3,,3,,3,,4,
739,0,73,54310,2949576100,"Black",1,0,0,2,2,1,1,0,3,3,3,3,4,4,3,3,3,3
740,0,55,58302,3399123204,"White",0,0,0,1,1,1,1,0,3,3,2,2,3,3,2,2,3,3
741,1,52,163215,26639136225,"White",1,0,0,0,0,1,1,1,4,4,2,2,4,5,4,4,3,4
742,0,23,8576,73547776,"Hispanic",1,0,0,1,0,0,0,0,,,,,,,,,,
743,0,28,33746,1138792516,"White",0,0,0,2,2,1,0,0,3,,2,,4,,3,,3,
744,1,74,56124,3149903376,"Black",0,1,0,1,1,1,0,0,2,,4,,2,,3,,3,
745,0,24,26723,714118729,"Hispanic",0,0,0,3,3,1,1,0,2,2,4,3,3,3,3,3,3,3
746,1,43,116839,13651351921,"Other",0,0,1,1,1,1,1,1,2,2,4,3,3,3,3,3,3,4
747,1,53,35009,1225630081,"Black",0,1,0,2,2,1,1,0,1,1,4,4,4,4,2,3,2,2
748,0,55,35470,1258120900,"Black",0,0,0,0,0,1,1,1,2,2,4,3,3,3,3,3,3,4
749,1,56,129442,16755231364,"Black",0,1,1,1,1,0,1,1,,3,,3,,2,,3,,2
750,1,38,97462,9498841444,"Hispanic",0,,1,3,1,1,1,0,2,3,3,2,3,3,3,3,3,3
751,0,28,44335,1965592225,"Black",0,1,1,2,1,1,0,1,1,,4,,3,,3,,2,
752,0,35,38468,1479787024,"White",0,0,0,2,2,1,1,0,3,3,3,4,3,3,3,4,4,4
753,0,26,15697,246395809,"Black",1,,0,1,0,1,0,0,1,,3,,3,,3,,3,
754,0,49,28623,819276129,"Black",0,0,0,0,0,1,1,0,2,2,3,3,2,2,3,3,3,3
755,1,57,399740,159792067600,"Black",0,0,0,2,1,1,1,1,3,3,2,2,4,5,3,3,2,2
756,0,72,48526,2354772676,"White",1,0,0,0,0,1,1,0,4,4,3,3,3,2,5,5,3,3
757,0,45,103836,10781914896,"White",0,0,0,1,1,0,1,0,,2,,4,,4,,2,,1
758,1,27,43138,1860887044,"Other",0,0,0,0,0,1,0,1,2,,2,,4,,3,,3,
759,0,55,81441,6632636481,"Asian",0,0,0,5,4,1,1,0,4,5,2,3,3,3,4,4,3,2
760,0,54,47935,2297764225,"Black",0,1,0,1,1,1,1,0,3,3,4,4,4,4,3,3,3,3
761,1,36,148883,22166147689,"Hispanic",0,0,0,0,0,1,1,1,2,3,4,4,4,4,2,3,3,4
762,0,18,33419,1116829561,"Black",0,0,0,0,0,1,1,0,3,3,3,4,2,3,3,3,3,3
763,1,51,12740,162307600,"Black",0,1,0,2,2,1,1,1,2,2,4,4,2,2,3,3,2,2
764,0,57,102603,10527375609,"Hispanic",0,,0,4,2,1,1,1,2,2,4,4,4,4,4,4,2,2
765,1,36,41340,1708995600,"White",0,0,0,4,2,1,1,1,3,4,3,3,2,2,3,3,2,3
766,0,48,161217,25990921089,"Black",0,,0,2,1,1,1,1,2,2,3,3,4,4,3,3,3,4
767,0,36,55231,3050463361,"Other",0,0,0,0,0,1,1,0,2,2,3,3,4,4,2,3,2,2
768,0,50,159975,25592000625,"Black",0,0,0,1,0,1,1,0,2,2,3,3,4,4,3,3,2,3
769,1,38,66169,4378336561,"Black",0,0,1,0,0,1,1,1,1,2,3,3,4,4,3,4,3,3
770,1,35,37819,1430276761,"Hispanic",0,0,0,4,3,1,1,1,2,3,3,3,4,4,4,4,2,2
771,1,42,89345,7982529025,"White",0,0,0,0,0,1,1,1,3,3,4,3,3,4,4,4,2,2
772,1,36,34627,1199029129,"White",0,0,0,0,0,1,1,1,3,4,4,3,3,3,2,2,2,3
773,1,31,192449,37036617601,"White",0,1,0,1,0,1,1,1,3,4,4,3,4,4,4,4,3,3
774,1,35,56221,3160800841,"Black",0,,0,1,0,1,0,0,3,,4,,3,,4,,2,
775,0,40,9857,97160449,"White",0,0,1,3,2,1,1,1,4,4,4,4,3,3,3,4,3,3
776,0,43,34271,1174501441,"Other",0,1,0,4,2,1,1,0,2,2,3,3,2,2,3,3,3,3
777,0,63,13546,183494116,"White",0,0,0,2,2,1,1,0,2,3,4,4,4,4,3,3,2,1
778,0,20,8752,76597504,"Black",0,,0,0,0,0,1,1,,3,,3,,3,,3,,3
779,1,37,52425,2748380625,"White",0,0,0,2,2,1,1,1,2,4,3,3,4,4,3,4,3,4
780,1,49,83958,7048945764,"Hispanic",0,0,0,3,1,1,1,1,3,4,3,3,3,3,3,3,3,4
781,0,66,27191,739350481,"White",0,0,0,0,0,1,1,0,2,2,2,2,3,3,4,4,3,3
782,1,46,17270,298252900,"White",0,0,0,5,4,1,1,1,3,4,3,2,3,3,3,4,3,3
783,0,40,30889,954130321,"Black",1,,1,1,1,1,1,0,3,3,4,4,3,3,3,3,2,2
784,1,35,14463,209178369,"Black",0,1,0,3,2,1,1,0,3,3,3,3,4,4,3,3,2,1
785,1,46,87744,7699009536,"Black",0,0,0,1,1,1,1,0,2,2,3,3,3,3,2,2,4,4
786,0,55,79172,6268205584,"Asian",0,0,0,2,2,1,0,0,3,,3,,2,,3,,3,
